user_id,question_id,time_spent_sec,question_difficulty,mcq_correct,past_correct_pct,skill_level
106,79,14.06,2,1,0.384,4
494,1010,59.45,4,1,0.384,4
10,8480,39.8,2,0,0.652,3
45,16938,50.02,3,1,0.342,4
334,14022,81.74,3,1,0.501,3
138,10005,33.12,4,0,0.578,3
394,17934,37.26,4,0,0.682,3
2,18450,31.79,2,1,0.223,5
255,7990,26.32,3,1,0.424,4
314,1065,15.83,1,1,0.33,4
44,6635,16.31,2,1,0.377,4
386,10891,12.83,1,1,0.384,4
460,12959,41.82,3,1,0.817,2
101,5996,69.74,5,0,0.371,4
434,11942,17.84,2,1,0.349,4
359,1379,24.01,3,0,0.607,3
345,15290,42.08,3,1,0.659,3
500,2413,43.0,4,0,0.332,4
234,2148,24.8,4,1,0.86,2
185,12682,37.32,2,1,0.616,3
8,2324,35.78,3,1,0.824,2
401,856,11.46,2,1,0.575,3
105,13643,60.7,5,0,0.441,4
71,14327,19.01,3,0,0.518,3
106,8953,26.87,3,0,0.384,4
228,6631,42.91,3,1,0.326,4
133,605,46.06,2,1,0.377,4
305,18764,38.96,4,1,0.541,3
100,18929,66.51,5,1,0.657,3
227,4969,16.64,2,1,0.412,4
78,17314,32.05,4,1,0.57,3
189,6734,20.91,1,0,0.142,5
154,13053,15.53,2,1,0.206,5
63,15753,30.41,4,1,0.557,3
301,1022,32.4,2,1,0.384,4
133,7706,15.68,2,1,0.377,4
177,11484,17.86,2,0,0.375,4
43,14867,9.12,2,1,0.412,4
180,9204,64.51,4,0,0.247,5
140,15560,29.18,3,1,0.595,3
421,9903,34.9,2,1,0.45,4
351,17625,63.43,5,0,0.347,4
226,8241,35.48,3,0,0.637,3
227,15181,50.24,5,0,0.412,4
135,14702,15.98,2,1,0.504,3
299,755,28.67,4,0,0.478,4
107,8709,27.53,2,1,0.479,4
390,9887,40.04,3,0,0.284,4
119,8298,19.31,1,0,0.383,4
406,13466,22.89,3,1,0.614,3
319,5288,36.33,3,1,0.673,3
71,12070,15.04,1,1,0.518,3
311,6135,58.62,5,0,0.552,3
279,14106,31.63,4,0,0.388,4
3,11799,22.2,2,1,0.145,5
232,4920,29.9,2,1,0.663,3
215,12301,20.13,3,0,0.117,5
420,5290,46.99,3,1,0.807,2
400,17669,13.04,1,1,0.543,3
327,2687,44.5,3,0,0.396,4
422,9700,36.73,4,1,0.3,4
393,6347,58.54,3,0,0.279,4
311,14463,27.87,1,1,0.552,3
497,9310,18.52,1,1,0.598,3
494,6001,21.97,2,1,0.384,4
248,10383,30.39,2,1,0.655,3
318,16304,50.91,4,1,0.514,3
325,11620,16.15,1,1,0.438,4
399,4426,81.98,4,1,0.58,3
453,19984,12.33,1,0,0.729,3
316,17144,22.85,5,0,0.552,3
330,932,20.67,4,1,0.86,2
164,8078,22.82,3,0,0.475,4
425,1159,48.37,3,0,0.418,4
236,15016,31.04,4,0,0.194,5
238,17399,32.9,2,1,0.633,3
398,6323,13.66,1,1,0.501,3
311,16530,45.28,3,1,0.552,3
291,12394,29.82,4,0,0.337,4
335,7656,11.62,2,1,0.508,3
210,14023,29.44,3,1,0.42,4
152,16897,22.36,4,0,0.41,4
278,5004,35.37,4,1,0.739,3
358,5952,62.83,4,1,0.783,2
221,15581,73.19,3,0,0.454,4
113,9721,39.34,4,1,0.628,3
428,19880,71.96,5,0,0.316,4
36,3816,27.77,3,0,0.232,5
438,7031,16.38,2,1,0.382,4
493,17366,45.98,2,1,0.599,3
403,5087,57.96,5,0,0.693,3
359,19298,32.33,4,0,0.607,3
44,6706,22.46,2,1,0.377,4
56,4404,44.05,4,0,0.278,4
246,19332,53.07,5,0,0.418,4
181,13247,12.85,1,1,0.122,5
2,7242,26.24,3,0,0.223,5
369,477,38.71,2,1,0.572,3
451,14558,18.12,2,1,0.793,2
149,3067,31.91,2,1,0.514,3
282,6874,25.38,2,1,0.453,4
346,3833,15.69,2,1,0.67,3
472,18852,30.57,2,1,0.396,4
332,1925,37.83,4,1,0.592,3
402,8849,23.9,3,1,0.465,4
472,14779,27.19,1,1,0.396,4
165,14704,66.66,3,1,0.584,3
191,7297,23.18,1,1,0.274,4
392,19192,65.11,4,1,0.291,4
414,9189,20.95,3,1,0.778,2
413,4063,38.28,5,0,0.638,3
216,15524,30.08,3,0,0.35,4
209,1955,42.05,2,0,0.065,5
429,17374,21.56,2,1,0.575,3
79,11678,12.49,1,1,0.719,3
68,18344,10.96,2,1,0.704,3
339,2387,17.95,2,1,0.847,2
65,3289,30.28,4,1,0.299,4
328,8102,20.28,2,1,0.447,4
229,17939,41.61,5,0,0.651,3
279,17255,49.87,3,1,0.388,4
464,14131,26.57,3,1,0.651,3
4,2785,22.98,3,1,0.404,4
176,4077,30.13,2,1,0.462,4
208,7192,38.67,4,0,0.143,5
86,19695,32.5,3,1,0.413,4
137,11639,56.89,5,0,0.403,4
363,17822,25.87,2,1,0.378,4
253,13202,14.17,1,0,0.552,3
257,14467,63.77,3,1,0.54,3
437,7219,35.79,3,1,0.24,5
86,121,35.24,4,0,0.413,4
450,12063,13.3,2,1,0.272,4
184,19552,33.14,2,1,0.808,2
226,14280,28.92,2,1,0.637,3
262,768,38.81,3,1,0.354,4
81,7243,57.1,5,0,0.868,2
428,7559,45.91,4,1,0.316,4
333,652,100.61,4,0,0.437,4
176,7262,19.49,2,1,0.462,4
278,16699,18.85,2,1,0.739,3
155,4797,15.7,2,1,0.36,4
442,5629,75.54,5,1,0.44,4
442,11957,28.25,3,0,0.44,4
298,4292,22.68,2,1,0.493,4
35,10418,38.52,3,1,0.726,3
107,6848,16.84,1,1,0.479,4
33,5609,11.01,1,1,0.23,5
12,4757,45.42,3,1,0.359,4
401,16756,32.74,4,0,0.575,3
72,16998,17.43,1,1,0.494,4
495,4632,36.23,4,1,0.771,2
54,19679,20.49,3,1,0.223,5
116,19184,20.92,2,1,0.278,4
426,17916,21.37,3,1,0.265,4
48,12489,17.1,2,0,0.738,3
204,18597,44.03,4,1,0.465,4
28,19899,19.1,4,1,0.604,3
33,8712,65.93,5,0,0.23,5
19,13372,49.02,4,0,0.277,4
80,17287,41.05,5,1,0.806,2
237,6918,45.19,3,0,0.287,4
78,5628,11.09,1,1,0.57,3
203,16670,65.44,3,0,0.428,4
378,6364,62.33,5,0,0.218,5
304,17879,28.22,3,1,0.122,5
397,18471,41.59,4,1,0.621,3
130,9966,17.07,3,1,0.544,3
442,15206,61.72,3,0,0.44,4
470,5190,44.01,3,0,0.341,4
35,8526,40.04,4,1,0.726,3
293,19897,24.87,2,1,0.418,4
386,14210,117.65,5,0,0.384,4
421,14985,68.32,4,0,0.45,4
172,19921,22.68,1,1,0.853,2
460,4559,78.7,5,0,0.817,2
3,7045,45.78,4,0,0.145,5
395,12338,31.76,2,1,0.451,4
296,11069,70.83,5,0,0.487,4
201,18120,13.44,1,1,0.355,4
258,3072,16.24,2,1,0.272,4
78,1323,20.24,3,0,0.57,3
188,19682,32.93,3,0,0.632,3
345,18529,22.89,2,1,0.659,3
286,16945,30.4,3,0,0.637,3
71,1348,79.82,3,0,0.518,3
315,7332,32.59,3,1,0.748,3
496,6174,20.47,2,1,0.683,3
143,11090,26.92,4,0,0.778,2
317,8342,13.86,3,1,0.221,5
251,1232,33.15,3,1,0.211,5
440,10742,28.83,4,1,0.317,4
417,877,32.67,3,1,0.461,4
476,4179,12.47,1,1,0.659,3
234,1163,51.0,3,1,0.86,2
309,18687,25.98,2,1,0.606,3
279,10869,61.28,4,0,0.388,4
124,6415,40.74,3,0,0.695,3
111,2952,43.51,3,0,0.338,4
416,1317,12.77,1,1,0.34,4
67,17528,10.07,1,1,0.478,4
374,1619,25.47,3,0,0.267,4
305,3870,26.18,2,1,0.541,3
186,14282,41.81,4,0,0.292,4
128,3221,28.98,3,0,0.31,4
433,14118,63.18,5,0,0.762,2
114,19394,22.87,2,1,0.65,3
202,10615,17.17,2,1,0.353,4
139,895,13.96,2,0,0.568,3
264,16087,60.39,5,0,0.449,4
424,10545,51.68,3,0,0.28,4
120,15841,32.29,2,1,0.703,3
43,7099,98.11,5,1,0.412,4
437,14369,62.35,3,0,0.24,5
461,9795,18.45,2,1,0.289,4
420,8796,58.75,4,0,0.807,2
34,12013,15.44,3,0,0.347,4
317,16103,34.86,3,1,0.221,5
447,4555,33.16,4,1,0.689,3
345,12120,17.5,2,1,0.659,3
118,3120,37.35,3,1,0.324,4
108,19000,15.81,1,1,0.402,4
479,15158,60.06,4,0,0.711,3
168,8049,41.9,4,0,0.329,4
389,5797,41.64,5,0,0.377,4
347,7947,46.16,2,1,0.585,3
172,3637,44.47,3,1,0.853,2
477,17202,26.49,2,1,0.564,3
416,10137,24.9,3,1,0.34,4
390,12447,43.93,5,0,0.284,4
49,1525,14.77,1,1,0.339,4
295,5958,18.46,2,1,0.6,3
298,4437,19.68,1,1,0.493,4
146,6626,21.82,4,1,0.509,3
32,19633,30.09,2,1,0.491,4
214,16812,41.89,3,0,0.728,3
47,4782,63.94,5,0,0.43,4
362,12955,61.64,3,0,0.628,3
150,5284,28.21,3,1,0.785,2
435,18578,49.75,4,1,0.303,4
183,4846,23.26,2,1,0.402,4
374,9780,46.4,5,0,0.267,4
169,17737,68.66,3,1,0.484,4
285,9007,19.04,2,1,0.22,5
77,941,27.23,2,1,0.464,4
498,15833,45.97,4,0,0.534,3
95,6219,12.37,2,1,0.449,4
178,4123,50.18,4,0,0.619,3
55,15078,47.55,4,1,0.61,3
45,9986,27.53,2,1,0.342,4
14,8776,44.51,4,0,0.358,4
110,12491,83.4,5,0,0.563,3
307,10567,42.43,4,0,0.5,4
16,17332,46.65,5,0,0.397,4
380,14598,40.23,3,1,0.787,2
459,10849,68.86,4,0,0.758,2
413,16900,51.29,4,0,0.638,3
192,10615,14.12,2,1,0.718,3
202,19760,36.51,5,0,0.353,4
367,6233,21.83,2,0,0.309,4
477,19909,25.7,4,1,0.564,3
61,18014,40.39,4,0,0.29,4
462,16274,53.56,3,0,0.075,5
442,11136,28.08,3,0,0.44,4
99,9317,34.14,5,0,0.787,2
470,7267,28.31,4,0,0.341,4
298,4086,14.28,2,1,0.493,4
220,3327,34.88,2,1,0.724,3
433,5623,35.67,3,0,0.762,2
213,4731,38.81,5,0,0.499,4
455,892,71.76,5,0,0.362,4
79,13714,43.61,4,0,0.719,3
181,5744,39.65,2,0,0.122,5
219,1353,33.62,2,0,0.15,5
425,1796,26.96,2,1,0.418,4
337,7658,39.67,1,1,0.379,4
499,2305,50.8,4,0,0.239,5
334,18865,37.88,3,1,0.501,3
10,5315,20.95,4,0,0.652,3
69,17202,39.04,4,0,0.66,3
83,9811,31.02,1,1,0.71,3
97,19770,61.42,5,0,0.678,3
292,19018,25.95,3,1,0.84,2
206,852,17.26,1,1,0.775,2
478,9259,42.76,3,0,0.444,4
11,853,32.04,3,0,0.318,4
493,4601,52.07,3,1,0.599,3
29,3195,73.99,5,0,0.443,4
455,14730,33.0,3,1,0.362,4
397,17346,38.43,3,1,0.621,3
474,5953,8.08,1,1,0.533,3
52,263,32.24,3,1,0.466,4
39,6824,32.45,3,0,0.483,4
226,19908,43.29,4,0,0.637,3
430,13554,75.25,3,1,0.504,3
255,5093,72.33,5,0,0.424,4
469,9089,57.9,5,0,0.548,3
341,4072,55.36,5,0,0.287,4
378,13030,45.47,3,0,0.218,5
80,2646,25.64,3,1,0.806,2
439,92,20.12,2,0,0.552,3
483,712,27.41,4,1,0.205,5
327,2291,12.34,1,1,0.396,4
388,724,12.44,1,0,0.5,3
426,7573,26.93,3,0,0.265,4
350,7750,26.35,4,0,0.611,3
397,7521,32.04,4,1,0.621,3
39,10851,10.76,2,1,0.483,4
102,6647,21.54,2,1,0.288,4
476,4342,24.43,2,0,0.659,3
158,7426,39.37,4,1,0.596,3
144,15554,27.67,3,0,0.253,4
385,10437,90.85,5,0,0.589,3
133,17220,51.6,4,0,0.377,4
365,16021,58.55,2,1,0.374,4
219,3909,35.75,3,1,0.15,5
396,12253,45.56,2,0,0.405,4
397,18183,16.09,1,1,0.621,3
62,4155,34.05,3,0,0.462,4
301,10069,34.69,3,1,0.384,4
381,11930,28.29,3,1,0.406,4
322,606,31.47,3,1,0.104,5
71,12324,45.38,3,1,0.518,3
259,16654,27.2,2,1,0.668,3
365,19213,20.91,4,0,0.374,4
108,6879,47.1,2,1,0.402,4
290,5622,55.82,5,0,0.59,3
132,13784,19.11,2,0,0.297,4
12,14230,28.9,3,1,0.359,4
99,4390,42.18,3,1,0.787,2
257,12942,52.05,4,0,0.54,3
354,11781,27.73,3,0,0.53,3
357,15430,65.66,4,0,0.233,5
467,4195,28.91,2,1,0.505,3
121,10208,31.22,5,0,0.789,2
92,11898,24.12,2,1,0.738,3
418,3996,29.96,4,1,0.748,3
435,3568,24.99,1,1,0.303,4
470,15710,12.32,1,1,0.341,4
161,1245,26.68,2,1,0.551,3
423,19645,11.43,1,1,0.76,2
102,9358,21.64,2,0,0.288,4
308,12877,11.35,1,1,0.688,3
379,4067,51.0,4,0,0.378,4
436,11737,25.54,3,1,0.485,4
414,14115,25.98,2,1,0.778,2
452,35,51.42,4,1,0.209,5
320,3880,55.17,4,0,0.651,3
314,9833,49.31,2,1,0.33,4
284,9693,53.42,5,0,0.746,3
465,4371,13.48,2,0,0.614,3
109,1267,35.0,3,1,0.512,3
301,9805,15.57,2,0,0.384,4
193,15903,12.78,1,0,0.416,4
436,1489,20.43,1,1,0.485,4
86,668,38.18,2,1,0.413,4
500,171,26.27,3,0,0.332,4
436,11250,66.4,4,1,0.485,4
276,10816,22.75,2,1,0.462,4
376,10691,32.71,5,0,0.598,3
290,7344,44.91,3,1,0.59,3
487,18067,66.31,5,0,0.234,5
159,6976,27.47,3,1,0.254,4
18,199,25.89,2,0,0.576,3
168,13378,18.65,2,1,0.329,4
208,72,18.26,1,0,0.143,5
338,7768,12.79,1,1,0.252,4
186,17718,16.4,1,0,0.292,4
99,15130,65.58,4,1,0.787,2
95,15312,18.7,3,1,0.449,4
67,1665,22.05,2,0,0.478,4
458,10207,34.52,3,1,0.317,4
355,3817,32.01,3,1,0.585,3
112,16721,48.25,4,0,0.416,4
86,14000,26.3,5,0,0.413,4
258,1978,29.63,3,1,0.272,4
92,9494,38.5,4,1,0.738,3
142,14900,14.31,1,0,0.244,5
135,12498,31.79,2,1,0.504,3
247,15304,14.48,2,1,0.751,2
311,13837,41.34,5,1,0.552,3
87,768,22.37,2,0,0.519,3
306,3822,15.25,1,1,0.44,4
80,17842,39.61,2,0,0.806,2
236,3190,40.15,4,0,0.194,5
363,5791,15.93,2,1,0.378,4
227,5594,19.96,3,1,0.412,4
24,13565,21.71,2,1,0.724,3
126,2975,27.9,1,0,0.433,4
346,10040,30.32,4,0,0.67,3
168,16701,51.9,5,0,0.329,4
87,6315,33.33,3,0,0.519,3
210,18855,10.24,2,1,0.42,4
135,13664,15.1,1,1,0.504,3
224,17317,9.23,2,1,0.396,4
493,12346,26.17,3,0,0.599,3
490,19576,16.6,2,1,0.418,4
218,18596,19.9,2,1,0.586,3
195,17713,27.24,2,1,0.544,3
55,603,13.03,1,1,0.61,3
362,12974,88.94,4,1,0.628,3
43,19443,19.16,4,1,0.412,4
467,9379,42.68,5,0,0.505,3
109,10033,26.34,3,0,0.512,3
486,17876,24.82,3,1,0.829,2
207,18577,12.55,1,1,0.451,4
449,5398,13.4,1,1,0.697,3
346,9165,11.77,1,1,0.67,3
301,741,17.63,3,0,0.384,4
53,12384,31.47,3,0,0.05,5
386,12910,19.73,3,1,0.384,4
70,7434,27.29,4,0,0.166,5
313,5406,41.44,5,0,0.627,3
235,18891,41.21,5,0,0.709,3
317,12586,27.26,3,1,0.221,5
388,19480,44.04,3,1,0.5,3
229,19060,16.88,2,1,0.651,3
485,17316,106.61,5,0,0.889,2
233,1050,24.87,2,1,0.368,4
290,16752,98.31,4,1,0.59,3
105,18109,17.45,2,0,0.441,4
328,1353,71.68,5,0,0.447,4
106,14578,48.01,4,0,0.384,4
239,10479,51.81,4,1,0.568,3
176,19846,26.53,2,1,0.462,4
282,19090,47.35,4,1,0.453,4
491,19450,16.61,1,1,0.431,4
293,1724,43.83,5,0,0.418,4
454,9934,39.15,4,1,0.723,3
85,17002,17.7,1,1,0.446,4
296,14237,17.97,1,1,0.487,4
331,10806,24.25,1,1,0.455,4
153,1625,8.34,1,0,0.275,4
237,6202,28.31,3,1,0.287,4
55,17049,28.95,2,1,0.61,3
308,8451,18.87,2,1,0.688,3
388,339,33.04,4,0,0.5,3
488,12878,73.63,5,0,0.384,4
367,17227,66.46,5,0,0.309,4
271,9670,27.03,2,1,0.316,4
118,17266,52.48,3,1,0.324,4
369,108,62.08,4,1,0.572,3
315,2482,19.7,2,1,0.748,3
474,17326,39.16,3,0,0.533,3
17,6821,33.91,3,1,0.276,4
215,12357,21.54,4,1,0.117,5
144,533,26.16,3,1,0.253,4
403,19890,40.82,4,0,0.693,3
282,15713,74.58,5,0,0.453,4
121,8308,14.19,1,1,0.789,2
195,14876,18.2,2,1,0.544,3
370,18183,16.65,1,1,0.592,3
192,9954,42.22,3,1,0.718,3
123,15017,36.99,1,1,0.629,3
363,14593,51.72,4,0,0.378,4
499,3437,15.05,3,0,0.239,5
157,7001,22.98,3,0,0.656,3
198,9348,39.35,5,0,0.511,3
423,8625,9.49,2,1,0.76,2
213,791,29.72,3,1,0.499,4
411,7329,53.43,5,0,0.491,4
266,9337,28.37,5,0,0.672,3
466,15902,19.05,1,1,0.134,5
127,19784,33.6,3,1,0.365,4
223,11598,19.05,1,1,0.169,5
109,1117,55.07,4,1,0.512,3
140,7383,25.65,3,1,0.595,3
124,5119,38.69,4,1,0.695,3
465,2319,56.66,3,1,0.614,3
459,13766,64.76,4,0,0.758,2
193,3362,9.85,1,0,0.416,4
175,9843,30.57,4,0,0.64,3
378,18664,57.45,4,0,0.218,5
371,15386,28.28,2,0,0.192,5
72,1809,22.18,2,1,0.494,4
490,10531,30.82,3,1,0.418,4
477,1236,21.09,4,0,0.564,3
444,4258,31.99,3,1,0.762,2
123,17180,33.29,3,1,0.629,3
13,2587,42.66,3,1,0.721,3
383,10654,38.84,5,0,0.587,3
183,4770,12.61,1,1,0.402,4
407,1756,67.78,3,1,0.721,3
104,15645,26.04,2,1,0.596,3
188,1901,60.03,4,0,0.632,3
432,7326,62.22,5,0,0.486,4
215,2274,39.99,3,0,0.117,5
12,816,28.38,3,0,0.359,4
195,15539,38.35,4,0,0.544,3
400,11798,14.64,1,1,0.543,3
33,9824,81.07,4,0,0.23,5
280,16906,49.69,4,0,0.678,3
310,7082,20.24,2,1,0.696,3
433,3581,23.71,2,1,0.762,2
442,16751,36.44,5,1,0.44,4
320,9487,22.53,3,0,0.651,3
499,7165,35.36,3,1,0.239,5
413,16122,10.95,1,1,0.638,3
165,18704,55.0,4,0,0.584,3
446,18328,37.46,3,1,0.745,3
355,4869,36.62,3,1,0.585,3
178,13567,41.07,3,0,0.619,3
316,46,45.92,3,0,0.552,3
265,992,15.21,2,1,0.299,4
465,11278,35.12,3,1,0.614,3
20,12601,41.65,2,1,0.802,2
116,19677,32.67,3,1,0.278,4
437,14272,36.9,2,1,0.24,5
352,4790,20.71,1,1,0.506,3
472,18321,77.76,5,0,0.396,4
280,4574,47.56,3,0,0.678,3
377,19083,56.41,4,0,0.739,3
227,2720,55.29,3,0,0.412,4
407,2526,53.44,2,1,0.721,3
303,11568,28.17,3,1,0.936,1
425,3716,61.6,4,1,0.418,4
434,7788,94.96,4,1,0.349,4
156,290,45.81,5,0,0.779,2
127,16779,29.57,2,1,0.365,4
370,10235,26.13,3,0,0.592,3
3,438,18.5,3,1,0.145,5
427,8335,38.43,3,1,0.49,4
466,16597,30.55,4,0,0.134,5
435,17844,65.61,4,0,0.303,4
386,10037,21.1,1,1,0.384,4
422,17668,40.92,4,1,0.3,4
167,13661,29.93,2,1,0.406,4
334,4677,39.83,3,1,0.501,3
24,15461,40.59,2,1,0.724,3
385,11096,17.66,2,1,0.589,3
224,19118,36.01,4,0,0.396,4
372,9974,45.27,3,0,0.635,3
307,3608,67.81,3,1,0.5,4
437,8432,29.7,3,0,0.24,5
158,5363,51.45,2,1,0.596,3
276,8786,27.49,5,0,0.462,4
353,19637,95.42,5,0,0.523,3
33,6198,55.79,2,1,0.23,5
312,6585,25.98,2,1,0.508,3
77,18120,24.04,2,0,0.464,4
456,3755,51.88,3,1,0.822,2
433,11064,63.4,3,1,0.762,2
199,584,63.99,3,1,0.759,2
303,17656,10.91,2,1,0.936,1
320,13725,41.91,3,1,0.651,3
358,14021,20.59,2,1,0.783,2
301,15039,70.62,4,0,0.384,4
183,5319,20.49,3,1,0.402,4
214,17341,28.75,4,1,0.728,3
201,16133,74.36,4,0,0.355,4
449,17023,48.68,5,0,0.697,3
93,15992,50.69,4,0,0.288,4
304,2358,35.14,2,1,0.122,5
285,14719,26.72,2,1,0.22,5
418,527,51.02,5,1,0.748,3
229,16140,12.65,1,1,0.651,3
447,18331,61.77,5,0,0.689,3
494,3574,32.77,3,1,0.384,4
392,7864,29.01,2,0,0.291,4
361,7131,25.13,3,1,0.544,3
440,9087,33.77,3,1,0.317,4
213,7721,32.24,3,0,0.499,4
434,18904,40.14,4,1,0.349,4
360,11413,26.32,2,1,0.763,2
222,1816,65.23,5,0,0.706,3
112,12930,28.68,3,1,0.416,4
62,7893,25.56,5,0,0.462,4
145,17582,50.0,3,0,0.443,4
452,11253,15.55,1,1,0.209,5
439,12608,29.93,3,1,0.552,3
116,1409,15.62,2,0,0.278,4
286,19747,70.57,5,1,0.637,3
52,15527,11.81,1,0,0.466,4
348,9841,17.01,2,0,0.338,4
54,19970,37.51,2,1,0.223,5
401,11924,25.15,3,0,0.575,3
453,12336,48.88,5,0,0.729,3
459,8973,38.53,4,0,0.758,2
448,18108,17.04,1,1,0.552,3
224,13243,24.96,2,1,0.396,4
139,19021,28.44,1,1,0.568,3
145,15511,51.02,5,0,0.443,4
59,1857,16.77,1,1,0.674,3
110,5522,56.04,4,1,0.563,3
311,4032,9.89,1,0,0.552,3
68,133,22.89,2,1,0.704,3
154,14429,20.55,1,1,0.206,5
242,8791,13.98,1,1,0.504,3
478,18186,22.54,1,1,0.444,4
23,3030,50.32,4,1,0.635,3
342,15139,36.73,2,1,0.428,4
29,17024,38.42,4,1,0.443,4
389,132,8.66,1,1,0.377,4
463,18813,95.87,4,1,0.39,4
215,11639,44.9,4,1,0.117,5
110,15021,57.89,3,1,0.563,3
468,10114,43.8,3,0,0.712,3
323,5012,27.34,2,0,0.644,3
435,18190,23.82,2,1,0.303,4
138,7535,39.38,3,1,0.578,3
422,3146,17.68,2,1,0.3,4
65,13811,22.42,1,0,0.299,4
274,1494,37.48,3,1,0.582,3
168,9590,20.69,1,1,0.329,4
414,9706,27.04,2,1,0.778,2
377,15908,29.87,2,0,0.739,3
395,345,40.81,3,0,0.451,4
438,7160,89.34,4,0,0.382,4
83,7322,38.29,3,1,0.71,3
88,14287,39.73,3,0,0.527,3
471,14338,29.5,3,0,0.333,4
340,6297,16.74,1,1,0.406,4
105,7024,12.77,1,1,0.441,4
482,1124,69.44,4,0,0.189,5
91,7187,35.26,4,1,0.587,3
59,19725,43.35,3,1,0.674,3
93,3553,30.14,3,0,0.288,4
137,18718,23.16,3,1,0.403,4
296,12644,10.27,1,1,0.487,4
259,4134,30.59,2,0,0.668,3
485,16416,36.27,4,0,0.889,2
398,4181,52.19,3,1,0.501,3
34,4347,68.89,3,1,0.347,4
324,2790,28.3,2,1,0.715,3
113,553,40.06,2,1,0.628,3
284,19930,36.36,2,0,0.746,3
159,1196,14.2,1,1,0.254,4
293,15858,66.55,5,0,0.418,4
186,923,22.39,2,1,0.292,4
113,14050,16.63,2,1,0.628,3
447,10279,15.94,2,1,0.689,3
340,11689,29.39,4,0,0.406,4
1,3492,23.9,2,1,0.213,5
440,17742,63.79,2,1,0.317,4
280,17576,13.72,1,1,0.678,3
104,19960,39.26,2,0,0.596,3
255,9990,42.54,3,1,0.424,4
20,843,49.72,3,1,0.802,2
349,19584,26.73,2,0,0.334,4
236,19449,25.65,3,1,0.194,5
335,2612,34.44,3,1,0.508,3
276,5543,44.04,3,1,0.462,4
498,12183,48.41,3,1,0.534,3
440,17956,40.21,3,1,0.317,4
383,16147,13.89,1,1,0.587,3
260,8124,35.79,3,1,0.751,2
12,6557,30.84,4,0,0.359,4
366,7830,11.52,1,0,0.248,5
319,4376,49.71,5,0,0.673,3
216,9,29.39,2,1,0.35,4
169,2269,23.87,3,0,0.484,4
175,17665,36.12,2,1,0.64,3
198,12819,32.96,4,1,0.511,3
136,4825,70.81,5,0,0.818,2
343,6693,10.77,1,1,0.608,3
343,17926,15.3,1,1,0.608,3
402,15965,40.41,4,1,0.465,4
104,673,22.93,1,1,0.596,3
447,19987,45.18,3,0,0.689,3
496,6277,53.05,3,1,0.683,3
219,2426,13.33,2,0,0.15,5
219,18708,62.2,3,0,0.15,5
212,12370,42.01,4,1,0.516,3
214,16973,28.08,2,1,0.728,3
327,3710,63.44,4,1,0.396,4
94,16276,23.17,2,0,0.157,5
56,433,79.34,4,1,0.278,4
198,18191,15.33,2,1,0.511,3
147,4031,39.66,3,0,0.459,4
67,3940,22.64,1,1,0.478,4
70,14965,57.09,4,0,0.166,5
214,10112,66.19,3,0,0.728,3
496,1814,19.57,1,1,0.683,3
116,12646,30.95,3,0,0.278,4
109,14665,29.34,3,1,0.512,3
273,16821,65.45,4,0,0.238,5
413,9185,30.04,1,1,0.638,3
500,1998,21.52,2,0,0.332,4
324,818,45.02,3,0,0.715,3
169,10003,76.57,4,0,0.484,4
359,6157,34.69,2,1,0.607,3
318,15712,30.29,2,1,0.514,3
5,14016,24.8,2,1,0.498,4
382,14631,45.09,3,0,0.513,3
400,16956,34.34,3,0,0.543,3
254,18370,22.3,2,0,0.717,3
25,16197,11.62,1,1,0.822,2
262,7033,25.24,2,0,0.354,4
256,4679,31.77,2,1,0.553,3
473,14405,26.83,3,0,0.573,3
422,8746,16.05,1,1,0.3,4
434,10460,13.92,1,1,0.349,4
150,16160,47.7,4,1,0.785,2
106,12146,11.08,1,0,0.384,4
41,4446,37.16,4,0,0.767,2
421,15057,34.55,3,0,0.45,4
75,13961,25.89,2,1,0.499,4
279,12223,13.67,1,1,0.388,4
39,16515,30.92,2,1,0.483,4
321,13127,20.26,3,1,0.319,4
159,5035,7.09,1,1,0.254,4
372,16125,26.23,4,1,0.635,3
466,14064,26.64,2,1,0.134,5
459,14214,29.3,2,0,0.758,2
177,4917,52.35,3,0,0.375,4
121,18324,20.62,2,1,0.789,2
347,8902,19.31,2,1,0.585,3
400,10084,23.89,2,1,0.543,3
423,11624,26.55,2,1,0.76,2
448,10004,61.56,5,1,0.552,3
479,3266,20.09,2,1,0.711,3
108,17165,22.13,3,1,0.402,4
59,8990,18.46,2,1,0.674,3
358,317,36.35,2,1,0.783,2
31,10430,41.14,4,0,0.782,2
6,1362,40.93,4,1,0.582,3
406,11032,26.72,3,1,0.614,3
14,9912,49.97,4,1,0.358,4
227,6149,37.61,2,0,0.412,4
153,18666,24.49,4,0,0.275,4
314,15416,51.74,4,1,0.33,4
126,12883,15.56,2,1,0.433,4
492,12028,26.33,2,0,0.231,5
417,3861,33.57,3,1,0.461,4
272,3319,26.65,3,1,0.529,3
226,15497,27.49,2,0,0.637,3
21,1525,38.58,2,0,0.455,4
210,5188,22.84,2,1,0.42,4
265,19927,25.69,5,0,0.299,4
251,1259,43.24,2,1,0.211,5
12,5410,23.96,3,1,0.359,4
40,3247,30.65,3,1,0.662,3
481,15518,24.89,2,1,0.487,4
455,9875,65.81,5,0,0.362,4
256,10290,36.21,4,0,0.553,3
165,14635,33.16,3,0,0.584,3
329,2750,58.5,2,1,0.412,4
